ARS_region;ARS_governorate;ARS_county;ARS_community;ARS_city;cityname;postcode
01;0;01;0000;000;Flensburg;24937
01;0;02;0000;000;Kiel;24103
01;0;03;0000;000;Lübeck;23552
01;0;04;0000;000;Neumünster;24534
01;0;51;0011;011;Brunsbüttel;25541
01;0;51;0044;044;Heide;25746
01;0;51;5163;003;Averlak;25715
01;0;51;5163;010;Brickeln;25712
01;0;51;5163;012;Buchholz;25712
01;0;51;5163;016;Burg (Dithmarschen);25712
01;0;51;5163;022;Dingen;25715
01;0;51;5163;024;Eddelak;25715
01;0;51;5163;026;Eggstedt;25721
01;0;51;5163;032;Frestedt;25727
01;0;51;5163;037;Großenrade;25712
01;0;51;5163;051;Hochdonn;25712
01;0;51;5163;064;Kuden;25712
01;0;51;5163;089;Quickborn;25712
01;0;51;5163;097;Sankt Michaelisdonn;25693
01;0;51;5163;110;Süderhastedt;25727
01;0;51;5166;021;Diekhusen-Fahrstedt;25709
01;0;51;5166;034;Friedrichskoog;25718
01;0;51;5166;046;Helse;25709
01;0;51;5166;057;Kaiser-Wilhelm-Koog;25709
01;0;51;5166;062;Kronprinzenkoog;25709
01;0;51;5166;072;Marne;25709
01;0;51;5166;073;Marnerdeich;25709
01;0;51;5166;076;Neufeld;25724
01;0;51;5166;077;Neufelderkoog;25724
01;0;51;5166;090;Ramhusen;25715
01;0;51;5166;103;Schmedeswurth;25724
01;0;51;5166;118;Trennewurth;25693
01;0;51;5166;119;Volsemenhusen;25693
01;0;51;5169;005;Barkenholm;25791
01;0;51;5169;008;Bergewöhrden;25779
01;0;51;5169;019;Dellstedt;25786
01;0;51;5169;020;Delve;25788
01;0;51;5169;023;Dörpling;25794
01;0;51;5169;030;Fedderingen;25779
01;0;51;5169;035;Gaushorn;25782
01;0;51;5169;036;Glüsing;25779
01;0;51;5169;038;Groven;25774
01;0;51;5169;047;Hemme;25774
01;0;51;5169;049;Hennstedt;25779
01;0;51;5169;052;Hövede;25782
01;0;51;5169;053;Hollingstedt;25788
01;0;51;5169;058;Karolinenkoog;25774
01;0;51;5169;060;Kleve;25779
01;0;51;5169;061;Krempel;25774
01;0;51;5169;065;Lehe;25774
01;0;51;5169;068;Linden;25791
01;0;51;5169;071;Lunden;25774
01;0;51;5169;080;Norderheistedt;25779
01;0;51;5169;088;Pahlen;25794
01;0;51;5169;092;Rehm-Flehde-Bargen;25776
01;0;51;5169;096;Sankt Annen;25776
01;0;51;5169;100;Schalkholz;25782
01;0;51;5169;102;Schlichting;25779
01;0;51;5169;114;Tellingstedt;25782
01;0;51;5169;117;Tielenhemme;25794
01;0;51;5169;120;Wallen;25788
01;0;51;5169;125;Welmbüttel;25782
01;0;51;5169;131;Westerborstel;25782
01;0;51;5169;133;Wiemerstedt;25779
01;0;51;5169;136;Wrohm;25799
01;0;51;5169;139;Süderdorf;25782
01;0;51;5169;141;Süderheistedt;25779
01;0;51;5172;048;Hemmingstedt;25770
01;0;51;5172;067;Lieth;25770
01;0;51;5172;069;Lohe-Rickelshof;25746
01;0;51;5172;075;Neuenkirchen;25792
01;0;51;5172;081;Norderwöhrden;25746
01;0;51;5172;082;Nordhastedt;25785
01;0;51;5172;087;Ostrohe;25746
01;0;51;5172;107;Stelle-Wittenwurth;25795
01;0;51;5172;113;Wöhrden;25797
01;0;51;5172;122;Weddingstedt;25795
01;0;51;5172;130;Wesseln;25746
01;0;51;5175;001;Albersdorf;25767
01;0;51;5175;002;Arkebek;25767
01;0;51;5175;004;Bargenstedt;25704
01;0;51;5175;006;Barlt;25719
01;0;51;5175;015;Bunsoh;25767
01;0;51;5175;017;Busenwurth;25719
01;0;51;5175;027;Elpersbüttel;25704
01;0;51;5175;028;Epenwöhrden;25704
01;0;51;5175;039;Gudendorf;25693
01;0;51;5175;054;Immenstedt;25767
01;0;51;5175;063;Krumstedt;25727
01;0;51;5175;074;Meldorf;25704
01;0;51;5175;078;Nindorf;25704
01;0;51;5175;083;Odderade;25785
01;0;51;5175;085;Offenbüttel;25767
01;0;51;5175;086;Osterrade;25767
01;0;51;5175;098;Sarzbüttel;25785
01;0;51;5175;099;Schafstedt;25725
01;0;51;5175;104;Schrum;25782
01;0;51;5175;126;Wennbüttel;25767
01;0;51;5175;134;Windbergen;25729
01;0;51;5175;135;Wolmersdorf;25704
01;0;51;5175;137;Nordermeldorf;25704
01;0;51;5175;138;Tensbüttel-Röst;25767
01;0;51;5178;013;Büsum;25761
01;0;51;5178;014;Büsumer Deichhausen;25761
01;0;51;5178;033;Friedrichsgabekoog;25764
01;0;51;5178;043;Hedwigenkoog;25761
01;0;51;5178;045;Hellschen-Heringsand-Unterschaar;25764
01;0;51;5178;050;Hillgroven;25764
01;0;51;5178;079;Norddeich;25764
01;0;51;5178;084;Oesterdeichstrich;25761
01;0;51;5178;093;Reinsbüttel;25764
01;0;51;5178;105;Schülp;25764
01;0;51;5178;108;Strübbel;25792
01;0;51;5178;109;Süderdeich;25764
01;0;51;5178;121;Warwerort;25761
01;0;51;5178;127;Wesselburen;25764
01;0;51;5178;128;Wesselburener Deichhausen;25764
01;0;51;5178;129;Wesselburenerkoog;25764
01;0;51;5178;132;Westerdeichstrich;25761
01;0;51;5178;140;Oesterwurth;25764
01;0;53;0032;032;Geesthacht;21502
01;0;53;0083;083;Lauenburg/ Elbe;21481
01;0;53;0090;090;Mölln;23879
01;0;53;0100;100;Ratzeburg;23909
01;0;53;0116;116;Schwarzenbek;21493
01;0;53;0129;129;Wentorf bei Hamburg;21465
01;0;53;5308;008;Behlendorf;23919
01;0;53;5308;009;Berkenthin;23919
01;0;53;5308;011;Bliestorf;23847
01;0;53;5308;024;Düchelsdorf;23847
01;0;53;5308;034;Göldenitz;23919
01;0;53;5308;061;Kastorf;23847
01;0;53;5308;067;Klempau;23628
01;0;53;5308;075;Krummesse;23628
01;0;53;5308;094;Niendorf bei Berkenthin;23919
01;0;53;5308;103;Rondeshagen;23919
01;0;53;5308;120;Sierksrade;23847
01;0;53;5313;002;Alt-Mölln;23881
01;0;53;5313;005;Bälau;23881
01;0;53;5313;013;Borstorf;23881
01;0;53;5313;014;Breitenfelde;23881
01;0;53;5313;037;Grambek;23883
01;0;53;5313;056;Hornbek;21514
01;0;53;5313;084;Lehmrade;23883
01;0;53;5313;095;Niendorf/ Stecknitz;23881
01;0;53;5313;113;Schretstaken;21493
01;0;53;5313;125;Talkau;21493
01;0;53;5313;134;Woltersdorf;21516
01;0;53;5318;010;Besenthal;23899
01;0;53;5318;015;Bröthen;21514
01;0;53;5318;020;Büchen;21514
01;0;53;5318;029;Fitzen;21514
01;0;53;5318;035;Göttin;21514
01;0;53;5318;046;Gudow;23899
01;0;53;5318;048;Güster;21514
01;0;53;5318;064;Klein Pampau;21514
01;0;53;5318;080;Langenlehsten;21514
01;0;53;5318;092;Müssen;21516
01;0;53;5318;104;Roseburg;21514
01;0;53;5318;115;Schulendorf;21516
01;0;53;5318;119;Siebeneichen;21514
01;0;53;5318;126;Tramm;21516
01;0;53;5318;132;Witzeeze;21514
01;0;53;5323;003;Aumühle;21521
01;0;53;5323;012;Börnsen;21039
01;0;53;5323;023;Dassendorf;21521
01;0;53;5323;028;Escheburg;21039
01;0;53;5323;050;Hamwarde;21502
01;0;53;5323;053;Hohenhorn;21526
01;0;53;5323;072;Kröppelshagen-Fahrendorf;21529
01;0;53;5323;131;Wiershop;21502
01;0;53;5323;133;Wohltorf;21521
01;0;53;5323;135;Worth;21502
01;0;53;5343;006;Basedow;21483
01;0;53;5343;019;Buchhorst;21481
01;0;53;5343;022;Dalldorf;21483
01;0;53;5343;058;Juliusburg;21483
01;0;53;5343;073;Krüzen;21483
01;0;53;5343;074;Krukow;21483
01;0;53;5343;082;Lanze;21483
01;0;53;5343;087;Lütau;21483
01;0;53;5343;111;Schnakenbek;21481
01;0;53;5343;128;Wangelau;21483
01;0;53;5358;001;Albsfelde;23909
01;0;53;5358;004;Bäk;23909
01;0;53;5358;016;Brunsmark;23883
01;0;53;5358;018;Buchholz;23911
01;0;53;5358;026;Einhaus;23911
01;0;53;5358;030;Fredeburg;23909
01;0;53;5358;033;Giesensdorf;23909
01;0;53;5358;040;Groß Disnack;23911
01;0;53;5358;041;Groß Grönau;23627
01;0;53;5358;043;Groß Sarau;23627
01;0;53;5358;051;Harmsdorf;23911
01;0;53;5358;054;Hollenbek;23883
01;0;53;5358;057;Horst;23883
01;0;53;5358;062;Kittlitz;23911
01;0;53;5358;066;Klein Zecher;23883
01;0;53;5358;078;Kulpin;23911
01;0;53;5358;088;Mechow;23909
01;0;53;5358;093;Mustin;23911
01;0;53;5358;098;Pogeez;23911
01;0;53;5358;102;Römnitz;23909
01;0;53;5358;107;Salem;23911
01;0;53;5358;110;Schmilau;23911
01;0;53;5358;117;Seedorf;23883
01;0;53;5358;123;Sterley;23883
01;0;53;5358;136;Ziethen;23911
01;0;53;5373;007;Basthorst;21493
01;0;53;5373;017;Brunstorf;21524
01;0;53;5373;021;Dahmker;22946
01;0;53;5373;027;Elmenhorst;21493
01;0;53;5373;031;Fuhlenhagen;21493
01;0;53;5373;036;Grabau;21493
01;0;53;5373;042;Groß Pampau;21493
01;0;53;5373;045;Grove;21493
01;0;53;5373;047;Gülzow;21483
01;0;53;5373;049;Hamfelde;22929
01;0;53;5373;052;Havekost;21493
01;0;53;5373;059;Kankelau;21514
01;0;53;5373;060;Kasseburg;22929
01;0;53;5373;070;Köthel;22929
01;0;53;5373;071;Kollow;21527
01;0;53;5373;076;Kuddewörde;22958
01;0;53;5373;089;Möhnsen;21493
01;0;53;5373;091;Mühlenrade;21493
01;0;53;5373;106;Sahms;21493
01;0;53;5391;025;Duvensee;23898
01;0;53;5391;038;Grinau;23847
01;0;53;5391;039;Groß Boden;23847
01;0;53;5391;044;Groß Schenkenberg;23860
01;0;53;5391;068;Klinkrade;23898
01;0;53;5391;069;Koberg;23881
01;0;53;5391;077;Kühsen;23898
01;0;53;5391;079;Labenz;23898
01;0;53;5391;081;Lankau;23881
01;0;53;5391;085;Linau;22959
01;0;53;5391;086;Lüchow;23898
01;0;53;5391;096;Nusse;23896
01;0;53;5391;097;Panten;23896
01;0;53;5391;099;Poggensee;23896
01;0;53;5391;101;Ritzerau;23896
01;0;53;5391;108;Sandesneben;23898
01;0;53;5391;109;Schiphorst;23847
01;0;53;5391;112;Schönberg;22929
01;0;53;5391;114;Schürensöhlen;23847
01;0;53;5391;118;Siebenbäumen;23847
01;0;53;5391;121;Sirksfelde;23898
01;0;53;5391;122;Steinhorst;23847
01;0;53;5391;124;Stubben;23847
01;0;53;5391;127;Walksfelde;23896
01;0;53;5391;130;Wentorf (Amt Sandesneben);23898
01;0;54;0033;033;Friedrichstadt;25840
01;0;54;0056;056;Husum;25813
01;0;54;0108;108;Reußenköge;25821
01;0;54;0138;138;Tönning;25832
01;0;54;0168;168;Sylt;25980
01;0;54;5417;035;Garding;25836
01;0;54;5417;036;Garding;25836
01;0;54;5417;040;Grothusenkoog;25836
01;0;54;5417;063;Katharinenheerd;25836
01;0;54;5417;072;Kotzenbüll;25832
01;0;54;5417;090;Norderfriedrichskoog;25870
01;0;54;5417;095;Oldenswort;25870
01;0;54;5417;100;Osterhever;25836
01;0;54;5417;104;Poppenbüll;25836
01;0;54;5417;113;Sankt Peter-Ording;25826
01;0;54;5417;134;Tating;25881
01;0;54;5417;135;Tetenbüll;25882
01;0;54;5417;140;Tümlauer Koog;25881
01;0;54;5417;145;Vollerwiek;25836
01;0;54;5417;148;Welt;25836
01;0;54;5417;150;Westerhever;25881
01;0;54;5439;046;Hörnum (Sylt);25997
01;0;54;5439;061;Kampen (Sylt);25999
01;0;54;5439;078;List auf Sylt;25992
01;0;54;5439;149;Wenningstedt-Braderup (Sylt);25996
01;0;54;5453;003;Ahrenviöl;25885
01;0;54;5453;004;Ahrenviölfeld;25885
01;0;54;5453;011;Behrendorf;25850
01;0;54;5453;013;Bondelum;25850
01;0;54;5453;041;Haselund;25855
01;0;54;5453;057;Immenstedt;25885
01;0;54;5453;079;Löwenstedt;25864
01;0;54;5453;092;Norstedt;25884
01;0;54;5453;101;Oster-Ohrstedt;25885
01;0;54;5453;118;Schwesing;25813
01;0;54;5453;123;Sollwitt;25884
01;0;54;5453;144;Viöl;25884
01;0;54;5453;152;Wester-Ohrstedt;25885
01;0;54;5459;039;Gröde;25869
01;0;54;5459;050;Hallig Hooge;25859
01;0;54;5459;074;Langeneß;25863
01;0;54;5459;103;Pellworm;25849
01;0;54;5488;005;Alkersum;25938
01;0;54;5488;015;Borgsum;25938
01;0;54;5488;025;Dunsum;25938
01;0;54;5488;083;Midlum;25938
01;0;54;5488;085;Nebel;25946
01;0;54;5488;087;Nieblum;25938
01;0;54;5488;089;Norddorf auf Amrum;25946
01;0;54;5488;094;Oevenum;25938
01;0;54;5488;098;Oldsum;25938
01;0;54;5488;129;Süderende;25938
01;0;54;5488;143;Utersum;25938
01;0;54;5488;158;Witsum;25938
01;0;54;5488;160;Wittdün auf Amrum;25946
01;0;54;5488;163;Wrixum;25938
01;0;54;5488;164;Wyk auf Föhr;25938
01;0;54;5489;001;Achtrup;25917
01;0;54;5489;009;Aventoft;25927
01;0;54;5489;016;Bosbüll;25899
01;0;54;5489;017;Braderup;25923
01;0;54;5489;018;Bramstedtlund;25926
01;0;54;5489;022;Dagebüll;25899
01;0;54;5489;027;Ellhöft;25923
01;0;54;5489;034;Friedrich-Wilhelm-Lübke-Koog;25924
01;0;54;5489;048;Holm;25923
01;0;54;5489;055;Humptrup;25923
01;0;54;5489;062;Karlum;25926
01;0;54;5489;065;Klanxbüll;25924
01;0;54;5489;068;Klixbüll;25899
01;0;54;5489;073;Ladelund;25926
01;0;54;5489;076;Leck;25917
01;0;54;5489;077;Lexgaard;25923
01;0;54;5489;086;Neukirchen;25927
01;0;54;5489;088;Niebüll;25899
01;0;54;5489;109;Risum-Lindholm;25920
01;0;54;5489;110;Rodenäs;25924
01;0;54;5489;124;Sprakebüll;25917
01;0;54;5489;125;Stadum;25917
01;0;54;5489;126;Stedesand;25920
01;0;54;5489;131;Süderlügum;25923
01;0;54;5489;136;Tinningstedt;25917
01;0;54;5489;142;Uphusum;25923
01;0;54;5489;154;Westre;25926
01;0;54;5489;165;Galmsbüll;25899
01;0;54;5489;166;Emmelsbüll-Horsbüll;25924
01;0;54;5489;167;Enge-Sande;25917
01;0;54;5492;007;Arlewatt;25860
01;0;54;5492;023;Drage;25878
01;0;54;5492;026;Elisabeth-Sophien-Koog;25845
01;0;54;5492;032;Fresendelf;25876
01;0;54;5492;042;Hattstedt;25856
01;0;54;5492;043;Hattstedtermarsch;25856
01;0;54;5492;052;Horstedt;25860
01;0;54;5492;054;Hude;25876
01;0;54;5492;070;Koldenbüttel;25840
01;0;54;5492;084;Mildstedt;25866
01;0;54;5492;091;Nordstrand;25845
01;0;54;5492;096;Oldersbek;25873
01;0;54;5492;097;Olderup;25860
01;0;54;5492;099;Ostenfeld (Husum);25872
01;0;54;5492;105;Ramstedt;25876
01;0;54;5492;106;Rantrum;25873
01;0;54;5492;116;Schwabstedt;25876
01;0;54;5492;119;Seeth;25878
01;0;54;5492;120;Simonsberg;25813
01;0;54;5492;130;Süderhöft;25876
01;0;54;5492;132;Südermarsch;25813
01;0;54;5492;141;Uelvesbüll;25889
01;0;54;5492;156;Winnert;25887
01;0;54;5492;157;Wisch;25876
01;0;54;5492;159;Wittbek;25872
01;0;54;5492;161;Witzwort;25889
01;0;54;5492;162;Wobbenbüll;25856
01;0;54;5494;002;Ahrenshöft;25853
01;0;54;5494;006;Almdorf;25821
01;0;54;5494;010;Bargum;25842
01;0;54;5494;012;Bohmstedt;25853
01;0;54;5494;014;Bordelum;25852
01;0;54;5494;019;Bredstedt;25821
01;0;54;5494;020;Breklum;25821
01;0;54;5494;024;Drelsdorf;25853
01;0;54;5494;037;Goldebek;25862
01;0;54;5494;038;Goldelund;25862
01;0;54;5494;045;Högel;25858
01;0;54;5494;059;Joldelund;25862
01;0;54;5494;071;Kolkerheide;25862
01;0;54;5494;075;Langenhorn;25842
01;0;54;5494;080;Lütjenholm;25842
01;0;54;5494;093;Ockholm;25842
01;0;54;5494;121;Sönnebüll;25821
01;0;54;5494;128;Struckum;25821
01;0;54;5494;146;Vollstedt;25821
01;0;55;0001;001;Ahrensbök;23623
01;0;55;0004;004;Bad Schwartau;23611
01;0;55;0007;007;Bosau;23715
01;0;55;0010;010;Dahme;23747
01;0;55;0012;012;Eutin;23701
01;0;55;0016;016;Grömitz;23743
01;0;55;0018;018;Grube;23749
01;0;55;0021;021;Heiligenhafen;23774
01;0;55;0025;025;Kellenhusen (Ostsee);23746
01;0;55;0028;028;Malente;23714
01;0;55;0032;032;Neustadt in Holstein;23730
01;0;55;0033;033;Oldenburg in Holstein;23758
01;0;55;0035;035;Ratekau;23626
01;0;55;0040;040;Stockelsdorf;23617
01;0;55;0041;041;Süsel;23701
01;0;55;0042;042;Timmendorfer Strand;23669
01;0;55;0044;044;Scharbeutz;23683
01;0;55;0046;046;Fehmarn;23769
01;0;55;5543;014;Göhl;23758
01;0;55;5543;015;Gremersdorf;23758
01;0;55;5543;017;Großenbrode;23775
01;0;55;5543;022;Heringsdorf;23777
01;0;55;5543;031;Neukirchen;23779
01;0;55;5543;043;Wangels;23758
01;0;55;5546;006;Beschendorf;23738
01;0;55;5546;011;Damlos;23738
01;0;55;5546;020;Harmsdorf;23738
01;0;55;5546;023;Kabelhorst;23738
01;0;55;5546;027;Lensahn;23738
01;0;55;5546;029;Manhagen;23738
01;0;55;5546;036;Riepsdorf;23738
01;0;55;5591;002;Altenkrempe;23730
01;0;55;5591;024;Kasseedorf;23717
01;0;55;5591;037;Schashagen;23730
01;0;55;5591;038;Schönwalde am Bungsberg;23744
01;0;55;5591;039;Sierksdorf;23730
01;0;56;0002;002;Barmstedt;25355
01;0;56;0005;005;Bönningstedt;25474
01;0;56;0015;015;Elmshorn;25335
01;0;56;0018;018;Halstenbek;25469
01;0;56;0021;021;Hasloh;25474
01;0;56;0025;025;Helgoland;27498
01;0;56;0039;039;Pinneberg;25421
01;0;56;0041;041;Quickborn;25451
01;0;56;0043;043;Rellingen;25462
01;0;56;0044;044;Schenefeld;22869
01;0;56;0048;048;Tornesch;25436
01;0;56;0049;049;Uetersen;25436
01;0;56;0050;050;Wedel;22880
01;0;56;5616;029;Klein Nordende;25336
01;0;56;5616;030;Klein Offenseth-Sparrieshoop;25365
01;0;56;5616;031;Kölln-Reisiek;25337
01;0;56;5616;033;Seester;25370
01;0;56;5616;042;Raa-Besenbek;25335
01;0;56;5616;045;Seestermühe;25371
01;0;56;5616;046;Seeth-Ekholt;25337
01;0;56;5636;006;Bokel;25364
01;0;56;5636;010;Brande-Hörnerkirchen;25364
01;0;56;5636;038;Osterhorn;25364
01;0;56;5636;051;Westerhorn;25364
01;0;56;5660;003;Bevern;25355
01;0;56;5660;004;Bilsen;25485
01;0;56;5660;008;Bokholt-Hanredder;25335
01;0;56;5660;011;Bullenkuhlen;25355
01;0;56;5660;014;Ellerhoop;25373
01;0;56;5660;017;Groß Offenseth-Aspern;25355
01;0;56;5660;022;Heede;25355
01;0;56;5660;026;Hemdingen;25485
01;0;56;5660;034;Langeln;25485
01;0;56;5660;035;Lutzhorn;25355
01;0;56;5687;009;Borstel-Hohenraden;25494
01;0;56;5687;013;Ellerbek;25474
01;0;56;5687;032;Kummerfeld;25495
01;0;56;5687;040;Prisdorf;25497
01;0;56;5687;047;Tangstedt;25499
01;0;56;5690;001;Appen;25482
01;0;56;5690;016;Groß Nordende;25436
01;0;56;5690;019;Haselau;25489
01;0;56;5690;020;Haseldorf;25489
01;0;56;5690;023;Heidgraben;25436
01;0;56;5690;024;Heist;25492
01;0;56;5690;027;Hetlingen;25491
01;0;56;5690;028;Holm;25488
01;0;56;5690;036;Moorrege;25436
01;0;56;5690;037;Neuendeich;25436
01;0;57;0001;001;Ascheberg (Holstein);24326
01;0;57;0008;008;Bönebüttel;24620
01;0;57;0009;009;Bösdorf;24306
01;0;57;0057;057;Plön;24306
01;0;57;0062;062;Preetz;24211
01;0;57;0091;091;Schwentinental;24223
01;0;57;5727;004;Behrensdorf (Ostsee);24321
01;0;57;5727;007;Blekendorf;24327
01;0;57;5727;013;Dannau;24329
01;0;57;5727;021;Giekau;24321
01;0;57;5727;026;Helmstorf;24321
01;0;57;5727;027;Högsdorf;24327
01;0;57;5727;029;Hohenfelde;24257
01;0;57;5727;030;Hohwacht (Ostsee);24321
01;0;57;5727;034;Kirchnüchel;23714
01;0;57;5727;035;Klamp;24321
01;0;57;5727;038;Kletkamp;24327
01;0;57;5727;048;Lütjenburg;24321
01;0;57;5727;055;Panker;24321
01;0;57;5727;076;Schwartbuck;24257
01;0;57;5727;082;Tröndel;24321
01;0;57;5739;015;Dersau;24326
01;0;57;5739;017;Dörnick;24326
01;0;57;5739;022;Grebin;24329
01;0;57;5739;032;Kalübbe;24326
01;0;57;5739;045;Lebrade;24306
01;0;57;5739;053;Nehmten;24326
01;0;57;5739;065;Rantzau;24329
01;0;57;5739;067;Rathjensdorf;24306
01;0;57;5739;089;Wittmoldt;24306
01;0;57;5747;002;Barmissen;24245
01;0;57;5747;010;Boksee;24220
01;0;57;5747;011;Bothkamp;24250
01;0;57;5747;023;Großbarkau;24245
01;0;57;5747;031;Honigsee;24211
01;0;57;5747;033;Kirchbarkau;24245
01;0;57;5747;037;Klein Barkau;24245
01;0;57;5747;042;Kühren;24211
01;0;57;5747;046;Lehmkuhlen;24211
01;0;57;5747;047;Löptin;24250
01;0;57;5747;054;Nettelsee;24250
01;0;57;5747;058;Pohnsdorf;24211
01;0;57;5747;059;Postfeld;24211
01;0;57;5747;066;Rastorf;24211
01;0;57;5747;070;Schellhorn;24211
01;0;57;5747;084;Wahlstorf;24211
01;0;57;5747;086;Warnau;24250
01;0;57;5755;003;Barsbek;24217
01;0;57;5755;006;Bendfeld;24217
01;0;57;5755;012;Brodersdorf;24235
01;0;57;5755;018;Fahren;24253
01;0;57;5755;020;Fiefbergen;24217
01;0;57;5755;028;Höhndorf;24217
01;0;57;5755;039;Köhn;24257
01;0;57;5755;040;Krokau;24217
01;0;57;5755;041;Krummbek;24217
01;0;57;5755;043;Laboe;24235
01;0;57;5755;049;Lutterbek;24235
01;0;57;5755;056;Passade;24253
01;0;57;5755;060;Prasdorf;24253
01;0;57;5755;063;Probsteierhagen;24253
01;0;57;5755;073;Schönberg (Holstein);24217
01;0;57;5755;078;Stakendorf;24217
01;0;57;5755;079;Stein;24235
01;0;57;5755;081;Stoltenberg;24256
01;0;57;5755;087;Wendtorf;24235
01;0;57;5755;088;Wisch;24217
01;0;57;5775;016;Dobersdorf;24232
01;0;57;5775;044;Lammershagen;24238
01;0;57;5775;050;Martensrade;24238
01;0;57;5775;052;Mucheln;24238
01;0;57;5775;072;Schlesen;24256
01;0;57;5775;077;Selent;24238
01;0;57;5775;090;Fargau-Pratjau;24256
01;0;57;5782;025;Heikendorf;24226
01;0;57;5782;051;Mönkeberg;24248
01;0;57;5782;074;Schönkirchen;24232
01;0;57;5785;005;Belau;24601
01;0;57;5785;024;Großharrie;24625
01;0;57;5785;068;Rendswühren;24619
01;0;57;5785;069;Ruhwinkel;24601
01;0;57;5785;071;Schillsdorf;24637
01;0;57;5785;080;Stolpe;24601
01;0;57;5785;083;Tasdorf;24536
01;0;57;5785;085;Wankendorf;24601
01;0;58;0005;005;Altenholz;24161
01;0;58;0034;034;Büdelsdorf;24782
01;0;58;0043;043;Eckernförde;24340
01;0;58;0092;092;Kronshagen;24119
01;0;58;0135;135;Rendsburg;24768
01;0;58;0169;169;Wasbek;24647
01;0;58;5803;001;Achterwehr;24239
01;0;58;5803;028;Bredenbek;24796
01;0;58;5803;050;Felde;24242
01;0;58;5803;093;Krummwisch;24796
01;0;58;5803;104;Melsdorf;24109
01;0;58;5803;126;Ottendorf;24107
01;0;58;5803;130;Quarnbek;24107
01;0;58;5803;171;Westensee;24259
01;0;58;5822;037;Dänischenhagen;24229
01;0;58;5822;116;Noer;24214
01;0;58;5822;150;Schwedeneck;24229
01;0;58;5822;157;Strande;24229
01;0;58;5824;051;Felm;24244
01;0;58;5824;058;Gettorf;24214
01;0;58;5824;096;Lindau;24214
01;0;58;5824;110;Neudorf-Bornstein;24214
01;0;58;5824;112;Neuwittenbek;24214
01;0;58;5824;121;Osdorf;24251
01;0;58;5824;142;Schinkel;24214
01;0;58;5824;165;Tüttendorf;24214
01;0;58;5830;019;Böhnhusen;24220
01;0;58;5830;053;Flintbek;24220
01;0;58;5830;145;Schönhorst;24220
01;0;58;5830;160;Techelsdorf;24220
01;0;58;5833;003;Alt Duvenstedt;24791
01;0;58;5833;054;Fockbek;24787
01;0;58;5833;118;Nübbel;24809
01;0;58;5833;136;Rickert;24782
01;0;58;5847;010;Bargstall;24806
01;0;58;5847;029;Breiholz;24797
01;0;58;5847;036;Christiansholm;24799
01;0;58;5847;047;Elsdorf-Westermühlen;24800
01;0;58;5847;055;Friedrichsgraben;24799
01;0;58;5847;056;Friedrichsholm;24799
01;0;58;5847;070;Hamdorf;24805
01;0;58;5847;078;Hohn;24806
01;0;58;5847;089;Königshügel;24799
01;0;58;5847;097;Lohe-Föhrden;24806
01;0;58;5847;129;Prinzenmoor;24805
01;0;58;5847;154;Sophienhamm;24806
01;0;58;5853;031;Brinjahe;24816
01;0;58;5853;048;Embühren;24819
01;0;58;5853;068;Haale;24819
01;0;58;5853;071;Hamweddel;24816
01;0;58;5853;075;Hörsten;24797
01;0;58;5853;086;Jevenstedt;24808
01;0;58;5853;101;Luhnstedt;24816
01;0;58;5853;148;Schülp b. Rendsburg;24813
01;0;58;5853;155;Stafstedt;24816
01;0;58;5853;172;Westerrönfeld;24784
01;0;58;5859;018;Blumenthal;24241
01;0;58;5859;105;Mielkendorf;24247
01;0;58;5859;107;Molfsee;24113
01;0;58;5859;138;Rodenbek;24247
01;0;58;5859;139;Rumohr;24254
01;0;58;5859;141;Schierensee;24241
01;0;58;5864;011;Bargstedt;24793
01;0;58;5864;021;Bokel;24802
01;0;58;5864;023;Borgdorf-Seedorf;24589
01;0;58;5864;027;Brammer;24793
01;0;58;5864;038;Dätgen;24589
01;0;58;5864;045;Eisendorf;24589
01;0;58;5864;046;Ellerdorf;24589
01;0;58;5864;049;Emkendorf;24802
01;0;58;5864;059;Gnutz;24622
01;0;58;5864;065;Groß Vollstedt;24802
01;0;58;5864;091;Krogaspe;24644
01;0;58;5864;094;Langwedel;24631
01;0;58;5864;117;Nortorf;24589
01;0;58;5864;120;Oldenhütten;24793
01;0;58;5864;147;Schülp b. Nortorf;24589
01;0;58;5864;163;Timmaspe;24644
01;0;58;5864;168;Warder;24646
01;0;58;5888;026;Bovenau;24796
01;0;58;5888;073;Haßmoor;24790
01;0;58;5888;122;Ostenfeld (Rendsburg);24790
01;0;58;5888;124;Osterrönfeld;24783
01;0;58;5888;132;Rade b. Rendsburg;24790
01;0;58;5888;140;Schacht-Audorf;24783
01;0;58;5888;146;Schülldorf;24790
01;0;58;5889;016;Bissee;24582
01;0;58;5889;022;Bordesholm;24582
01;0;58;5889;033;Brügge;24582
01;0;58;5889;063;Grevenkrug;24241
01;0;58;5889;064;Groß Buchwald;24582
01;0;58;5889;076;Hoffeld;24582
01;0;58;5889;098;Loop;24644
01;0;58;5889;108;Mühbrook;24582
01;0;58;5889;109;Negenharrie;24625
01;0;58;5889;133;Reesdorf;24241
01;0;58;5889;143;Schmalstede;24241
01;0;58;5889;144;Schönbek;24582
01;0;58;5889;153;Sören;24241
01;0;58;5889;170;Wattenbek;24582
01;0;58;5890;008;Ascheffel;24358
01;0;58;5890;024;Borgstedt;24794
01;0;58;5890;030;Brekendorf;24811
